Region code,Region name,Year,GDP per capita (euro at current prices),Net disposable household income,Imports (euro),Exports (euro),"Gross value added (millions of euro), A Agriculture, forestry and fishing (01-03)","Gross value added (millions of euro), B Mining and quarrying (05-09)","Gross value added (millions of euro), C Manufacturing (10-33)","Gross value added (millions of euro), D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)","Gross value added (millions of euro), F Construction (41-43)","Gross value added (millions of euro), G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47)","Gross value added (millions of euro), H Transportation and storage (49-53)","Gross value added (millions of euro), I Accommodation and food service activities (55-56)","Gross value added (millions of euro), J Information and communication (58-63)","Gross value added (millions of euro), K Financial and insurance activities (64-66)","Gross value added (millions of euro), L Real estate activities","Gross value added (millions of euro), M Professional, scientific and technical activities (69-75)","Gross value added (millions of euro), N Administrative and support service activities (77-82)","Gross value added (millions of euro), O Public administration and defence; compulsory social security (84)","Gross value added (millions of euro), P Education (85)","Gross value added (millions of euro), Q Human health and social work activities (86-88)","Gross value added (millions of euro), R, S Other service activities (90-96)","Gross value added (millions of euro),  T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (97-98)",Mean household debt,Population with a higher university level degree,Population with a lowest level tertiary or lower university level degree,Total population aged 0 - 24 years,Total population aged 25 - 39 years,Total population aged 40 - 59 years,Total population aged 60+ years,Total (population),Total population employed in Primary production sector,Total population employed in Processing sector,Total population employed in Services sector
19,Lapland,2012,31213.7,3348,,,186.1,233.4,1158.8,167.2,343,315.5,237.4,158.6,75.8,54.9,639.9,161.6,129.6,434.2,374.3,613.7,148.7,9.4,65513.19047619047,8219,28256,50034,28476,51053,51894,181457,1940,11863,41330
19,Lapland,2013,32764.5,3426,,,195.2,221.1,1382.5,225.4,318.8,325.5,247,138.1,70.4,50.3,684.1,178.2,119.5,453.2,370.9,631.1,148,10.8,67030.04761904762,8534,28657,49417,28682,49465,53119,180683,2017,11133,41312
19,Lapland,2014,33009.1,3477,,,150.7,142,1556.3,197.2,337.1,338.6,249.9,131.7,76.8,64.5,696,178.4,125.8,489.6,335.1,649,152.2,13.8,67227.66666666667,8820,28881,48555,28944,47971,54228,179698,1842,10451,40644
19,Lapland,2015,34671.4,3531,1695000000,3875000000,155.3,212,1738.4,233.5,354.8,330.7,264.9,143.9,60.8,64.2,733.2,201.1,130.7,422.4,352.4,663.9,148.2,14.1,68587.09523809524,9031,28956,47580,29060,46611,55427,178678,1842,10440,40394
19,Lapland,2016,35623.9,3538,1595000000,3553000000,158.5,225.6,1741.2,270.6,370.3,337.2,264.4,157.1,58.3,55.6,753.5,188.8,147.1,403,340.6,678.4,155.3,12.1,69663.14285714286,9267,29111,46700,29286,45249,56421,177656,1754,10845,40633
19,Lapland,2017,38040.4,3701,1754000000,3915000000,168.9,353.7,2002.5,244.8,400.5,365.1,266.7,183.4,57.7,58.6,765.9,195.3,166.6,406.9,329,671.8,171.8,12.3,69670.33333333333,9630,29412,45920,29355,44000,57297,176572,1706,11157,41275
19,Lapland,2018,38212.6,3702,1992000000,4329000000,170.5,374.3,1710,301.2,439,361.3,257.9,206.5,57,49.8,712.8,209,186.1,408.7,322.7,698.4,176.7,14.5,68886.28571428571,10076,29792,45119,29546,43055,57967,175687,1688,11694,41730
19,Lapland,2019,38188.6,3797,1971000000,3818000000,193.4,305.8,1673.4,291.4,426.1,387.2,269.1,210.1,56.1,47.8,730,186.2,183.9,438.4,327.8,704.4,160.9,16.1,68972.95238095238,10311,29976,43961,29616,42052,58680,174309,1632,11494,41809
19,Lapland,2020,38277.2,3752,1601000000,3446000000,202.8,447.9,1586.1,248.8,425.3,375.2,233.4,168.1,69.6,48.8,775.7,177.1,167.3,415.5,327.4,726.9,144.3,20,69775.52380952382,10681,30275,43261,29665,41311,59540,173777,1568,11226,40913
19,Lapland,2021,39167.2,3704,2409000000,4244000000,186,594.4,1362.2,270.1,419.9,401.6,231.2,103.3,76,52.5,781.9,205.4,140.2,459.2,351.2,774.2,146.8,20.4,69621.66666666667,11072,30523,42769,29718,40580,60366,173433,1545,11393,42380
19,Lapland,2022,46618.7,3893,2996000000,5127000000,204.2,623.8,2334.6,402.8,464.8,436.2,256.2,211.8,68.4,62,862.5,215.9,203.3,487.9,365,802.2,175.1,18.7,65817.42857142857,11394,30673,42152,29668,39978,60669,172467,1535,11378,43875
19,Lapland,2023,,,2512000000,4627000000,218.7,,,,,,,,,,,,,,,,,,,11851,31014,41776,29712,39829,61103,172420,1524,11151,45355
19,Lapland,2024,,,2230000000,4065000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Lapland,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Åland,2000,31352.2,419,,,29.7,0.2,54.4,9.2,36.4,47.9,201.1,13.9,23.2,52.4,47.2,8.8,5.4,47.7,43.6,79.4,15.3,0.1,,,,,,,,,,,
21,Åland,2001,37019.8,433,,,30,0.2,62.2,11.5,46.9,51.7,318.8,16,28.1,55.8,52.4,10.6,6,44.6,35.5,67.6,17.9,0,,,,,,,,,,,
21,Åland,2002,37439.4,460,,,29.6,0.2,70.1,12.6,50.2,48.4,303.9,16.7,38.7,40,64.1,11.1,8.2,46.9,37,73.5,20.9,0.1,,,,,,,,,,,
21,Åland,2003,37726.9,485,,,19.6,0.1,66.8,11.9,58.2,46,312.1,15.5,45.1,39,63.7,10.5,8.1,47,38.2,75,22.9,0,73495.5625,,,,,,,,,,
21,Åland,2004,38756.2,516,,,21.7,0.2,61.1,13,60,55.7,316.2,16.7,40.9,42.7,65.8,11.2,8.9,48.7,39.9,77.5,29.6,0.1,80503.5625,,,,,,,,,,
21,Åland,2005,39409.8,533,,,20.6,0.1,64.1,14.1,59.4,55.6,327.3,18.7,40.1,32.2,68.2,12.1,9.4,51.7,43.8,84.9,29.2,0.1,86836.375,,,,,,,,,,
21,Åland,2006,40132.4,489,,,19.1,0.1,83.4,13.2,57.2,63.9,302.8,19.7,39.7,36.9,68.5,14.1,8.7,53.6,44,94.2,35.7,0.1,90373.875,,,,,,,,,,
21,Åland,2007,40737.3,532,,,23.5,0.2,73,14.8,63.1,66.5,292.4,19.9,43.3,38.9,72.2,16,8.2,66.3,46.7,98.1,39,0.3,94693.3125,,,,,,,,,,
21,Åland,2008,39881.7,572,,,22.4,0.8,77.7,15.5,68.3,61.7,222.3,20.9,44.8,48.3,98.8,17.6,11.5,71.5,46.6,104.8,40.9,0.1,98920.8125,,,,,,,,,,
21,Åland,2009,41823.4,590,,,21.1,1.1,77.9,19,69.3,73.3,246.2,24.1,50.4,40,102.3,22.7,6.3,81.6,52.1,105.6,33,0.2,104094,,,,,,,,,,
21,Åland,2010,41496.6,631,,,23.3,0.9,89.1,18.4,67.9,74.4,196.5,23.4,59.4,41,106.4,29.5,6.6,81.3,68.7,109,34.5,0.2,106298.4375,1099,4146,7698,4960,7943,7166,27767,252,1448,10469
21,Åland,2011,42459,659,,,21.5,0.8,86.2,15.5,74.5,74.8,199.3,24.2,60,44.1,113.9,21.8,10.8,84.1,71.6,112.9,38.7,0.3,103030.625,1121,4203,7832,4963,8011,7311,28117,246,1514,10697
21,Åland,2012,45891.7,644,,,19.4,1,88.4,23.6,76.1,70.9,284.9,23.8,64.2,45.1,117.8,19.1,11.9,78.3,57,125.8,38.9,0.4,113769.375,1140,4264,7875,4994,7945,7463,28277,213,1377,9374
21,Åland,2013,46934.8,673,,,21,1,99.9,26.2,77,68.6,308,23.4,50.3,44.9,121.3,23.3,12.6,83.1,55.1,125.2,37.6,0.5,113564.3125,1197,4385,7866,5019,7887,7687,28459,215,1396,9778
21,Åland,2014,47674.9,679,,,26.3,1.2,87.4,30.3,72.4,81.7,287.2,25.5,53.5,62,126.5,23.8,12.4,91.2,56.1,126.5,34.1,0.6,116282.5,1236,4412,7869,5072,7863,7899,28703,232,1338,9385
21,Åland,2015,47390.7,721,559000000,103000000,25.1,1,106.8,30.6,80.1,81.3,293.7,27.6,47.6,67.7,132.5,25.6,11.1,52.7,59.7,131,32.8,0.6,122646.5,1218,4367,7714,5108,7862,8010,28694,218,1386,9314
21,Åland,2016,46368.8,708,480000000,83000000,18.1,0.9,96.9,29.8,79.5,77.7,273.5,27.5,48,73.6,138.7,27.1,11.4,50.6,60.8,131,35.7,0.7,127372.625,1244,4428,7706,5174,7901,8132,28913,213,1425,9394
21,Åland,2017,46892.5,711,347000000,96000000,24,0.9,110.7,31.5,87.6,78.1,253.3,27.9,48.8,78.4,148.4,26,14,46.4,64.8,132.6,36.4,0.7,132674.8125,1774,5164,7686,5289,7861,8309,29145,222,1417,9631
21,Åland,2018,43395.5,717,243000000,94000000,21.4,1,94.4,29.2,80.4,72,231.6,27.5,49.1,68.4,128.8,25,11.5,43.9,64.8,134.3,37,1,135757.5,1855,5231,7714,5356,7887,8442,29399,238,1438,9993
21,Åland,2019,45157.6,741,398000000,104000000,30.2,1.6,111.7,27.2,84.7,74.8,235.3,27,51.6,67.6,136.4,29,12.1,50.1,66.3,138.1,36.9,0.9,136165.5,1933,5287,7706,5329,7815,8584,29434,239,1386,9688
21,Åland,2020,39532.8,744,309000000,85000000,31.3,1.5,109.5,31.8,89.4,63.4,103.7,17,52.2,72.6,134.4,29.1,9.9,47.7,67,143.8,38.4,1.1,139930.0625,1961,5302,7668,5337,7883,8758,29646,218,1382,8741
21,Åland,2021,44250.6,812,385000000,113000000,29.3,1.7,132.4,29.2,94.3,73.5,137.5,28.8,58.9,84.4,133,29.1,11.7,55.5,72.8,154.1,54,1.3,136181.1875,2036,5405,7672,5310,7932,8918,29832,229,1615,9314
21,Åland,2022,48912.8,826,1098000000,163000000,21.7,1.7,135.7,48.1,83,76.5,218.9,33.7,53.9,109.4,165.8,29.7,13.9,64,77,166.3,15.6,1.1,130566.4375,2049,5427,7679,5178,7956,9089,29902,242,1641,11026
21,Åland,2023,,,375000000,184000000,26.4,,,,,,,,,,,,,,,,,,,2296,5690,7657,5177,7998,9243,30075,224,1587,11123
21,Åland,2024,,,284000000,122000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Åland,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
